DATAFLOW,LAST UPDATE,freq,product,consom,unit,tax,currency,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NRG_PC_202(1.0),08/04/22 11:00:00,S,4100,4141901,KWH,I_TAX,EUR,PT,2007-S2,0.0833,
ESTAT:NRG_PC_202(1.0),08/04/22 11:00:00,S,4100,4141901,KWH,I_TAX,EUR,PT,2008-S1,0.0811,
ESTAT:NRG_PC_202(1.0),08/04/22 11:00:00,S,4100,4141901,KWH,I_TAX,EUR,PT,2008-S2,0.0809,
ESTAT:NRG_PC_202(1.0),08/04/22 11:00:00,S,4100,4141901,KWH,I_TAX,EUR,PT,2009-S1,0.0789,
ESTAT:NRG_PC_202(1.0),08/04/22 11:00:00,S,4100,4141901,KWH,I_TAX,EUR,PT,2009-S2,0.0776,
ESTAT:NRG_PC_202(1.0),08/04/22 11:00:00,S,4100,4141901,KWH,I_TAX,EUR,PT,2010-S1,0.0738,
ESTAT:NRG_PC_202(1.0),08/04/22 11:00:00,S,4100,4141901,KWH,I_TAX,EUR,PT,2010-S2,0.0825,
ESTAT:NRG_PC_202(1.0),08/04/22 11:00:00,S,4100,4141901,KWH,I_TAX,EUR,PT,2011-S1,0.0787,
ESTAT:NRG_PC_202(1.0),08/04/22 11:00:00,S,4100,4141901,KWH,I_TAX,EUR,PT,2011-S2,0.0934,
ESTAT:NRG_PC_202(1.0),08/04/22 11:00:00,S,4100,4141901,KWH,I_TAX,EUR,PT,2012-S1,0.0955,
ESTAT:NRG_PC_202(1.0),08/04/22 11:00:00,S,4100,4141901,KWH,I_TAX,EUR,PT,2012-S2,0.1080,
ESTAT:NRG_PC_202(1.0),08/04/22 11:00:00,S,4100,4141901,KWH,I_TAX,EUR,PT,2013-S1,0.1056,
ESTAT:NRG_PC_202(1.0),08/04/22 11:00:00,S,4100,4141901,KWH,I_TAX,EUR,PT,2013-S2,0.1162,
ESTAT:NRG_PC_202(1.0),08/04/22 11:00:00,S,4100,4141901,KWH,I_TAX,EUR,PT,2014-S1,0.1140,
ESTAT:NRG_PC_202(1.0),08/04/22 11:00:00,S,4100,4141901,KWH,I_TAX,EUR,PT,2014-S2,0.1256,
ESTAT:NRG_PC_202(1.0),08/04/22 11:00:00,S,4100,4141901,KWH,I_TAX,EUR,PT,2015-S1,0.1184,
ESTAT:NRG_PC_202(1.0),08/04/22 11:00:00,S,4100,4141901,KWH,I_TAX,EUR,PT,2015-S2,0.1180,
ESTAT:NRG_PC_202(1.0),08/04/22 11:00:00,S,4100,4141901,KWH,I_TAX,EUR,PT,2016-S1,0.1101,
ESTAT:NRG_PC_202(1.0),08/04/22 11:00:00,S,4100,4141901,KWH,I_TAX,EUR,PT,2016-S2,0.1009,
ESTAT:NRG_PC_202(1.0),08/04/22 11:00:00,S,4100,4141901,KWH,I_TAX,EUR,PT,2017-S1,0.0947,
ESTAT:NRG_PC_202(1.0),08/04/22 11:00:00,S,4100,4141901,KWH,I_TAX,EUR,PT,2017-S2,0.0985,
ESTAT:NRG_PC_202(1.0),08/04/22 11:00:00,S,4100,4141901,KWH,I_TAX,EUR,PT,2018-S1,0.0927,
ESTAT:NRG_PC_202(1.0),08/04/22 11:00:00,S,4100,4141901,KWH,I_TAX,EUR,PT,2018-S2,0.0975,
ESTAT:NRG_PC_202(1.0),08/04/22 11:00:00,S,4100,4141901,KWH,I_TAX,EUR,PT,2019-S1,0.0930,
ESTAT:NRG_PC_202(1.0),08/04/22 11:00:00,S,4100,4141901,KWH,I_TAX,EUR,PT,2019-S2,0.0957,
ESTAT:NRG_PC_202(1.0),08/04/22 11:00:00,S,4100,4141901,KWH,I_TAX,EUR,PT,2020-S1,0.0954,
ESTAT:NRG_PC_202(1.0),08/04/22 11:00:00,S,4100,4141901,KWH,I_TAX,EUR,PT,2020-S2,0.0949,
ESTAT:NRG_PC_202(1.0),08/04/22 11:00:00,S,4100,4141901,KWH,I_TAX,EUR,PT,2021-S1,0.0917,
ESTAT:NRG_PC_202(1.0),08/04/22 11:00:00,S,4100,4141901,KWH,I_TAX,EUR,PT,2021-S2,0.0955,
